Plane 4 | Job -1 | Site 10 | Start 186 | End 219.17175004180737
Plane 1 | Job -1 | Site 2 | Start 203 | End 215.1540659228538
Plane 6 | Job -1 | Site 1 | Start 215 | End 259.53056616969957
---- End of episode ----
Plane 0 | Job 4 | Site 2 | Start 0 | End 41.6547601177967
Plane 1 | Job 4 | Site 7 | Start 0 | End 17.242703172337905
Plane 2 | Job 4 | Site 11 | Start 0 | End 16.066271716414413
Plane 3 | Job 4 | Site 15 | Start 0 | End 36.399563950724726
Plane 4 | Job 4 | Site 1 | Start 0 | End 43.31888188225814
Plane 5 | Job 4 | Site 3 | Start 0 | End 40.156781834950394
Plane 6 | Job 4 | Site 0 | Start 0 | End 44.85148772213166
Plane 7 | Job 4 | Site 5 | Start 0 | End 37.21377571349031
Plane 2 | Job 2 | Site 4 | Start 16 | End 44.7692775467295
Plane 1 | Job 2 | Site 17 | Start 17 | End 44.59837956884729
Plane 3 | Job 2 | Site 9 | Start 36 | End 68.51735280905694
Plane 5 | Job 2 | Site 3 | Start 40 | End 46.0
Plane 0 | Job 2 | Site 2 | Start 41 | End 47.0
Plane 7 | Job 2 | Site 13 | Start 41 | End 63.058953888718904
Plane 4 | Job 2 | Site 1 | Start 43 | End 49.0
Plane 1 | Job 3 | Site 16 | Start 44 | End 61.00997512422418
Plane 2 | Job 3 | Site 10 | Start 44 | End 85.24880949681338
Plane 6 | Job 2 | Site 17 | Start 44 | End 66.95228598154243
Plane 5 | Job 3 | Site 3 | Start 46 | End 61.0
Plane 0 | Job 3 | Site 5 | Start 47 | End 68.35688603012512
Plane 4 | Job 3 | Site 2 | Start 49 | End 66.06155281280883
Plane 1 | Job 8 | Site 1 | Start 61 | End 77.84133949399362
Plane 5 | Job 8 | Site 7 | Start 61 | End 94.85431292125142
Plane 7 | Job 3 | Site 6 | Start 63 | End 94.9008875506584
Plane 4 | Job 8 | Site 17 | Start 66 | End 82.70157470552373
Plane 6 | Job 3 | Site 3 | Start 66 | End 91.55888251663025
Plane 0 | Job 8 | Site 5 | Start 68 | End 72.0
Plane 3 | Job 3 | Site 0 | Start 68 | End 120.13825520941984
Plane 0 | Job 6 | Site 8 | Start 72 | End 113.9874044694928
Plane 1 | Job 6 | Site 16 | Start 77 | End 104.84133949399362
Plane 4 | Job 6 | Site 12 | Start 82 | End 114.19680202828421
Plane 2 | Job 8 | Site 17 | Start 85 | End 110.61133961604416
Plane 6 | Job 8 | Site 13 | Start 91 | End 113.25267103741258
Plane 5 | Job 6 | Site 1 | Start 94 | End 142.8036980225537
Plane 7 | Job 8 | Site 7 | Start 94 | End 100.84253408071038
Plane 7 | Job 6 | Site 5 | Start 100 | End 140.98557292037256
Plane 1 | Job 7 | Site 2 | Start 104 | End 116.85587398600407
Plane 2 | Job 6 | Site 3 | Start 110 | End 135.55888251663026
Plane 0 | Job 7 | Site 4 | Start 113 | End 143.81961137836527
Plane 6 | Job 6 | Site 8 | Start 113 | End 144.56411784551173
Plane 4 | Job 7 | Site 17 | Start 114 | End 133.19680202828422
Plane 1 | Job 1 | Site 16 | Start 116 | End 136.85587398600407
Plane 3 | Job 8 | Site 7 | Start 120 | End 159.80349144985723
Plane 4 | Job 1 | Site 2 | Start 133 | End 155.7015747055237
Plane 2 | Job 7 | Site 0 | Start 135 | End 143.42572953056694
Plane 1 | Job 0 | Site 16 | Start 136 | End 146.0
Plane 7 | Job 7 | Site 9 | Start 140 | End 170.00803456153253
Plane 5 | Job 7 | Site 17 | Start 142 | End 158.71665722914005
Plane 0 | Job 1 | Site 0 | Start 143 | End 161.50940655980193
Plane 2 | Job 1 | Site 12 | Start 143 | End 178.93472575524947
Plane 6 | Job 7 | Site 1 | Start 144 | End 180.53056616969957
Plane 1 | Job -1 | Site 16 | Start 146 | End 156.0
Plane 4 | Job 0 | Site 4 | Start 155 | End 169.23792402008343
Plane 5 | Job 1 | Site 14 | Start 158 | End 172.94064773081425
Plane 3 | Job 6 | Site 5 | Start 159 | End 199.98557292037256
Plane 0 | Job 0 | Site 16 | Start 161 | End 186.07647173578752
Plane 4 | Job -1 | Site 0 | Start 169 | End 187.50940655980193
Plane 7 | Job 1 | Site 6 | Start 170 | End 187.4846509604657
Plane 5 | Job 0 | Site 2 | Start 172 | End 189.8549347546622
Plane 2 | Job 0 | Site 4 | Start 178 | End 207.62243613825765
Plane 6 | Job 1 | Site 3 | Start 180 | End 194.2059481689626
Plane 0 | Job -1 | Site 1 | Start 186 | End 208.84133949399362
Plane 7 | Job 0 | Site 6 | Start 187 | End 197.0
Plane 5 | Job -1 | Site 16 | Start 189 | End 209.85587398600407
Plane 6 | Job 0 | Site 0 | Start 194 | End 210.42572953056694
Plane 7 | Job -1 | Site 12 | Start 197 | End 220.1590273196768
Plane 3 | Job 7 | Site 17 | Start 199 | End 207.46374504447692
Plane 2 | Job -1 | Site 2 | Start 207 | End 221.23792402008343
Plane 3 | Job 1 | Site 14 | Start 207 | End 221.94064773081425
Plane 6 | Job -1 | Site 0 | Start 210 | End 220.0
Plane 3 | Job 0 | Site 16 | Start 221 | End 234.3600595232823
Plane 3 | Job -1 | Site 16 | Start 234 | End 244.0
---- End of episode ----
Plane 0 | Job 4 | Site 7 | Start 0 | End 17.242703172337905
Plane 1 | Job 4 | Site 4 | Start 0 | End 38.63140728937397
Plane 2 | Job 4 | Site 1 | Start 0 | End 43.31888188225814
Plane 3 | Job 4 | Site 17 | Start 0 | End 34.9959088373089
Plane 4 | Job 4 | Site 2 | Start 0 | End 41.6547601177967
Plane 5 | Job 4 | Site 0 | Start 0 | End 44.85148772213166
Plane 6 | Job 4 | Site 3 | Start 0 | End 40.156781834950394
Plane 7 | Job 4 | Site 13 | Start 0 | End 22.373021376320203
Plane 0 | Job 2 | Site 5 | Start 17 | End 48.98557292037257
Plane 7 | Job 2 | Site 7 | Start 22 | End 45.11724276862369
Plane 3 | Job 2 | Site 17 | Start 34 | End 40.0
Plane 1 | Job 2 | Site 13 | Start 40 | End 63.0293863659264
Plane 3 | Job 3 | Site 16 | Start 40 | End 57.00997512422418
Plane 6 | Job 2 | Site 17 | Start 40 | End 56.55888251663025
Plane 4 | Job 2 | Site 2 | Start 41 | End 47.0
Plane 2 | Job 2 | Site 1 | Start 43 | End 49.0
Plane 5 | Job 2 | Site 3 | Start 44 | End 56.42572953056694
Plane 7 | Job 3 | Site 6 | Start 45 | End 62.84253408071038
Plane 4 | Job 3 | Site 4 | Start 47 | End 66.23792402008343
Plane 0 | Job 3 | Site 0 | Start 48 | End 73.62826420446913
Plane 2 | Job 3 | Site 1 | Start 49 | End 64.0
Plane 5 | Job 3 | Site 12 | Start 56 | End 92.11018711428206
Plane 6 | Job 3 | Site 2 | Start 56 | End 83.70157470552373
Plane 3 | Job 8 | Site 7 | Start 57 | End 84.44802763560295
Plane 7 | Job 8 | Site 17 | Start 62 | End 85.25746608461247
Plane 1 | Job 3 | Site 3 | Start 63 | End 96.25267103741258
Plane 2 | Job 8 | Site 1 | Start 64 | End 68.0
Plane 4 | Job 8 | Site 4 | Start 66 | End 70.0
Plane 2 | Job 6 | Site 10 | Start 68 | End 114.59446153995981
Plane 4 | Job 6 | Site 1 | Start 70 | End 91.29364759102383
Plane 0 | Job 8 | Site 4 | Start 73 | End 85.50940655980192
Plane 6 | Job 8 | Site 0 | Start 83 | End 91.27200187265876
Plane 3 | Job 6 | Site 6 | Start 84 | End 101.84253408071038
Plane 0 | Job 6 | Site 5 | Start 85 | End 102.11896201004171
Plane 7 | Job 6 | Site 16 | Start 85 | End 102.00997512422418
Plane 4 | Job 7 | Site 17 | Start 91 | End 107.71665722914005
Plane 6 | Job 6 | Site 1 | Start 91 | End 108.23606797749979
Plane 5 | Job 8 | Site 7 | Start 92 | End 109.09198227924252
Plane 1 | Job 8 | Site 3 | Start 96 | End 100.0
Plane 1 | Job 6 | Site 3 | Start 100 | End 115.0
Plane 3 | Job 7 | Site 2 | Start 101 | End 133.02399040767233
Plane 0 | Job 7 | Site 0 | Start 102 | End 114.62826420446913
Plane 7 | Job 7 | Site 11 | Start 102 | End 124.38357181653893
Plane 4 | Job 1 | Site 16 | Start 107 | End 119.00997512422418
Plane 6 | Job 7 | Site 1 | Start 108 | End 110.0
Plane 5 | Job 6 | Site 5 | Start 109 | End 149.98557292037256
Plane 6 | Job 1 | Site 8 | Start 110 | End 154.53056616969957
Plane 0 | Job 1 | Site 1 | Start 114 | End 126.23606797749979
Plane 2 | Job 7 | Site 4 | Start 114 | End 142.24880949681338
Plane 1 | Job 7 | Site 17 | Start 115 | End 127.55888251663025
Plane 4 | Job 0 | Site 12 | Start 119 | End 147.24527336051725
Plane 7 | Job 1 | Site 0 | Start 124 | End 163.5940872472864
Plane 0 | Job 0 | Site 1 | Start 126 | End 136.0
Plane 1 | Job 1 | Site 16 | Start 127 | End 139.00997512422418
Plane 3 | Job 1 | Site 2 | Start 133 | End 143.0
Plane 0 | Job -1 | Site 6 | Start 136 | End 178.04512443414754
Plane 1 | Job 0 | Site 3 | Start 139 | End 157.73670418407306
Plane 2 | Job 1 | Site 10 | Start 142 | End 178.24880949681338
Plane 3 | Job 0 | Site 1 | Start 143 | End 155.06155281280883
Plane 4 | Job -1 | Site 16 | Start 147 | End 175.24527336051725
Plane 5 | Job 7 | Site 9 | Start 149 | End 179.00803456153253
Plane 6 | Job 0 | Site 4 | Start 154 | End 192.81961137836527
Plane 3 | Job -1 | Site 1 | Start 155 | End 165.0
Plane 1 | Job -1 | Site 3 | Start 157 | End 167.0
Plane 7 | Job 0 | Site 14 | Start 163 | End 185.12641744292188
Plane 2 | Job 0 | Site 1 | Start 178 | End 219.5944615399598
Plane 5 | Job 1 | Site 5 | Start 179 | End 217.00803456153253
Plane 7 | Job -1 | Site 16 | Start 185 | End 198.3600595232823
Plane 6 | Job -1 | Site 10 | Start 192 | End 228.24880949681338
Plane 5 | Job 0 | Site 2 | Start 217 | End 233.3568860301251
Plane 2 | Job -1 | Site 0 | Start 219 | End 231.2360679774998
Plane 5 | Job -1 | Site 16 | Start 233 | End 253.85587398600407
---- End of episode ----
Plane 0 | Job 4 | Site 7 | Start 0 | End 17.242703172337905
Plane 1 | Job 4 | Site 4 | Start 0 | End 38.63140728937397
Plane 2 | Job 4 | Site 3 | Start 0 | End 40.156781834950394
Plane 3 | Job 4 | Site 17 | Start 0 | End 34.9959088373089
Plane 4 | Job 4 | Site 1 | Start 0 | End 43.31888188225814
Plane 5 | Job 4 | Site 0 | Start 0 | End 44.85148772213166
Plane 6 | Job 4 | Site 2 | Start 0 | End 41.6547601177967
Plane 7 | Job 4 | Site 11 | Start 0 | End 16.066271716414413
Plane 7 | Job 2 | Site 9 | Start 16 | End 30.08084154033477
Plane 0 | Job 2 | Site 15 | Start 17 | End 47.068444071023784
Plane 7 | Job 3 | Site 8 | Start 30 | End 47.256102834535696
Plane 3 | Job 2 | Site 9 | Start 34 | End 64.47059459841546
Plane 1 | Job 2 | Site 5 | Start 38 | End 46.11896201004171
Plane 2 | Job 2 | Site 11 | Start 40 | End 70.41802612825205
Plane 6 | Job 2 | Site 3 | Start 41 | End 49.1540659228538
Plane 4 | Job 2 | Site 1 | Start 43 | End 49.0
Plane 5 | Job 2 | Site 0 | Start 44 | End 50.0
Plane 1 | Job 3 | Site 16 | Start 46 | End 65.81040538832228
Plane 0 | Job 3 | Site 5 | Start 47 | End 65.1144823004795
Plane 7 | Job 8 | Site 17 | Start 47 | End 74.05862094748946
Plane 4 | Job 3 | Site 1 | Start 49 | End 64.0
Plane 6 | Job 3 | Site 3 | Start 49 | End 64.0
Plane 5 | Job 3 | Site 8 | Start 50 | End 101.45490364820623
Plane 3 | Job 3 | Site 10 | Start 64 | End 83.0024992192379
Plane 4 | Job 8 | Site 7 | Start 64 | End 101.80369802255369
Plane 6 | Job 8 | Site 1 | Start 64 | End 72.20594816896262
Plane 0 | Job 8 | Site 0 | Start 65 | End 79.62826420446913
Plane 1 | Job 8 | Site 2 | Start 65 | End 79.85587398600407
Plane 2 | Job 3 | Site 3 | Start 70 | End 109.41802612825205
Plane 6 | Job 6 | Site 1 | Start 72 | End 87.0
Plane 7 | Job 6 | Site 5 | Start 74 | End 95.46374504447692
Plane 0 | Job 6 | Site 16 | Start 79 | End 109.07647173578752
Plane 1 | Job 6 | Site 2 | Start 79 | End 94.0
Plane 3 | Job 8 | Site 17 | Start 83 | End 108.61133961604416
Plane 6 | Job 7 | Site 1 | Start 87 | End 89.0
Plane 6 | Job 1 | Site 10 | Start 89 | End 130.5944615399598
Plane 1 | Job 7 | Site 13 | Start 94 | End 115.52331938989883
Plane 7 | Job 7 | Site 1 | Start 95 | End 105.41189633792524
Plane 4 | Job 6 | Site 2 | Start 101 | End 147.81571938523473
Plane 5 | Job 8 | Site 7 | Start 101 | End 107.57099202643649
Plane 7 | Job 1 | Site 1 | Start 105 | End 115.0
Plane 5 | Job 6 | Site 5 | Start 107 | End 147.98557292037256
Plane 3 | Job 6 | Site 8 | Start 108 | End 146.05862094748946
Plane 0 | Job 7 | Site 15 | Start 109 | End 112.72046505340853
Plane 2 | Job 8 | Site 11 | Start 109 | End 137.41802612825205
Plane 0 | Job 1 | Site 16 | Start 112 | End 123.72046505340853
Plane 1 | Job 1 | Site 1 | Start 115 | End 146.0667985227941
Plane 7 | Job 0 | Site 12 | Start 115 | End 149.31892267350673
Plane 0 | Job 0 | Site 14 | Start 123 | End 136.3600595232823
Plane 6 | Job 0 | Site 0 | Start 130 | End 173.39176545197932
Plane 0 | Job -1 | Site 3 | Start 136 | End 151.70087712549568
Plane 2 | Job 6 | Site 16 | Start 137 | End 172.38357181653893
Plane 1 | Job 0 | Site 1 | Start 146 | End 156.0
Plane 3 | Job 7 | Site 7 | Start 146 | End 150.5709920264365
Plane 4 | Job 7 | Site 15 | Start 147 | End 158.30215028904607
Plane 5 | Job 7 | Site 5 | Start 147 | End 149.0
Plane 5 | Job 1 | Site 2 | Start 149 | End 165.3568860301251
Plane 7 | Job -1 | Site 5 | Start 149 | End 177.30983342360057
Plane 3 | Job 1 | Site 4 | Start 150 | End 187.90340481016608
Plane 1 | Job -1 | Site 1 | Start 156 | End 166.0
Plane 4 | Job 1 | Site 6 | Start 158 | End 189.9063917613102
Plane 5 | Job 0 | Site 3 | Start 165 | End 177.1540659228538
Plane 2 | Job 7 | Site 13 | Start 172 | End 191.0390727447241
Plane 6 | Job -1 | Site 16 | Start 173 | End 198.07647173578752
Plane 5 | Job -1 | Site 5 | Start 177 | End 191.2059481689626
Plane 3 | Job 0 | Site 4 | Start 187 | End 197.0
Plane 4 | Job 0 | Site 8 | Start 189 | End 204.2773099207835
Plane 2 | Job 1 | Site 1 | Start 191 | End 222.0667985227941
Plane 3 | Job -1 | Site 10 | Start 197 | End 233.24880949681338
Plane 4 | Job -1 | Site 2 | Start 204 | End 246.58849490234246
Plane 2 | Job 0 | Site 1 | Start 222 | End 232.0
Plane 2 | Job -1 | Site 16 | Start 232 | End 254.84133949399362
---- End of episode ----
Plane 0 | Job 4 | Site 7 | Start 0 | End 17.242703172337905
Plane 1 | Job 4 | Site 17 | Start 0 | End 34.9959088373089
Plane 2 | Job 4 | Site 1 | Start 0 | End 43.31888188225814
Plane 3 | Job 4 | Site 4 | Start 0 | End 38.63140728937397
Plane 4 | Job 4 | Site 0 | Start 0 | End 44.85148772213166
Plane 5 | Job 4 | Site 2 | Start 0 | End 41.6547601177967
Plane 6 | Job 4 | Site 3 | Start 0 | End 40.156781834950394
Plane 7 | Job 4 | Site 11 | Start 0 | End 16.066271716414413
Plane 7 | Job 2 | Site 15 | Start 16 | End 42.33346994489627
Plane 0 | Job 2 | Site 7 | Start 17 | End 23.0
Plane 0 | Job 3 | Site 14 | Start 23 | End 62.80846629681085
Plane 1 | Job 2 | Site 7 | Start 34 | End 61.59837956884729
Plane 3 | Job 2 | Site 5 | Start 38 | End 46.11896201004171
Plane 6 | Job 2 | Site 3 | Start 40 | End 46.0
Plane 5 | Job 2 | Site 11 | Start 41 | End 73.07220742476555
Plane 7 | Job 3 | Site 10 | Start 42 | End 80.34801918793113
Plane 2 | Job 2 | Site 1 | Start 43 | End 49.0
Plane 4 | Job 2 | Site 15 | Start 44 | End 63.556548233234004
Plane 3 | Job 3 | Site 6 | Start 46 | End 85.01686907155053
Plane 6 | Job 3 | Site 3 | Start 46 | End 61.0
Plane 2 | Job 3 | Site 1 | Start 49 | End 64.0
Plane 1 | Job 3 | Site 0 | Start 61 | End 111.80349144985723
Plane 6 | Job 8 | Site 17 | Start 61 | End 75.55888251663025
Plane 0 | Job 8 | Site 7 | Start 62 | End 90.80846629681085
Plane 4 | Job 3 | Site 3 | Start 63 | End 85.15891053163818
Plane 2 | Job 8 | Site 1 | Start 64 | End 68.0
Plane 2 | Job 6 | Site 2 | Start 68 | End 85.06155281280883
Plane 5 | Job 3 | Site 1 | Start 73 | End 115.86772326545533
Plane 6 | Job 6 | Site 14 | Start 75 | End 94.94064773081425
Plane 7 | Job 8 | Site 5 | Start 80 | End 108.59044529893674
Plane 2 | Job 7 | Site 17 | Start 85 | End 99.70157470552373
Plane 3 | Job 8 | Site 15 | Start 85 | End 110.90639176131022
Plane 4 | Job 8 | Site 11 | Start 85 | End 113.41802612825205
Plane 0 | Job 6 | Site 8 | Start 90 | End 107.57099202643649
Plane 6 | Job 7 | Site 7 | Start 94 | End 120.80846629681085
Plane 2 | Job 1 | Site 16 | Start 99 | End 111.00997512422418
Plane 0 | Job 7 | Site 17 | Start 107 | End 132.05862094748946
Plane 7 | Job 6 | Site 5 | Start 108 | End 123.0
Plane 3 | Job 6 | Site 3 | Start 110 | End 132.15891053163818
Plane 1 | Job 8 | Site 9 | Start 111 | End 152.13825520941984
Plane 2 | Job 0 | Site 16 | Start 111 | End 121.0
Plane 4 | Job 6 | Site 14 | Start 113 | End 148.4787694942836
Plane 5 | Job 8 | Site 0 | Start 115 | End 121.23606797749979
Plane 6 | Job 1 | Site 1 | Start 120 | End 163.8036980225537
Plane 2 | Job -1 | Site 10 | Start 121 | End 154.17175004180737
Plane 5 | Job 6 | Site 0 | Start 121 | End 136.0
Plane 7 | Job 7 | Site 7 | Start 123 | End 150.98557292037256
Plane 0 | Job 1 | Site 5 | Start 132 | End 148.46374504447692
Plane 3 | Job 7 | Site 17 | Start 132 | End 144.55888251663026
Plane 5 | Job 7 | Site 2 | Start 136 | End 142.27200187265876
Plane 5 | Job 1 | Site 2 | Start 142 | End 152.0
Plane 3 | Job 1 | Site 16 | Start 144 | End 156.00997512422418
Plane 0 | Job 0 | Site 0 | Start 148 | End 168.62826420446913
Plane 4 | Job 7 | Site 4 | Start 148 | End 153.62491379207836
Plane 7 | Job 1 | Site 5 | Start 150 | End 185.98557292037256
Plane 1 | Job 6 | Site 8 | Start 152 | End 169.25610283453568
Plane 5 | Job 0 | Site 2 | Start 152 | End 162.0
Plane 4 | Job 1 | Site 3 | Start 153 | End 165.08806130178212
Plane 3 | Job 0 | Site 16 | Start 156 | End 166.0
Plane 5 | Job -1 | Site 4 | Start 162 | End 176.23792402008343
Plane 6 | Job 0 | Site 1 | Start 163 | End 173.0
Plane 4 | Job 0 | Site 6 | Start 165 | End 203.00285699709943
Plane 3 | Job -1 | Site 14 | Start 166 | End 179.3600595232823
Plane 0 | Job -1 | Site 10 | Start 168 | End 211.39176545197932
Plane 1 | Job 7 | Site 3 | Start 169 | End 201.70260575260673
Plane 6 | Job -1 | Site 8 | Start 173 | End 217.53056616969957
Plane 7 | Job 0 | Site 1 | Start 185 | End 203.41189633792524
Plane 1 | Job 1 | Site 2 | Start 201 | End 213.1540659228538
Plane 4 | Job -1 | Site 3 | Start 203 | End 241.00285699709943
Plane 7 | Job -1 | Site 0 | Start 203 | End 215.2360679774998
Plane 1 | Job 0 | Site 16 | Start 213 | End 233.85587398600407
Plane 1 | Job -1 | Site 0 | Start 233 | End 258.07647173578755
---- End of episode ----
Plane 0 | Job 4 | Site 7 | Start 0 | End 17.242703172337905
Plane 1 | Job 4 | Site 5 | Start 0 | End 37.21377571349031
Plane 2 | Job 4 | Site 1 | Start 0 | End 43.31888188225814
Plane 3 | Job 4 | Site 13 | Start 0 | End 22.373021376320203
Plane 4 | Job 4 | Site 17 | Start 0 | End 34.9959088373089
Plane 5 | Job 4 | Site 2 | Start 0 | End 41.6547601177967
Plane 6 | Job 4 | Site 0 | Start 0 | End 44.85148772213166
Plane 7 | Job 4 | Site 3 | Start 0 | End 40.156781834950394
Plane 0 | Job 2 | Site 7 | Start 17 | End 23.0
Plane 3 | Job 2 | Site 15 | Start 22 | End 44.31349134918703
Plane 0 | Job 3 | Site 10 | Start 23 | End 44.26099033699941
Plane 4 | Job 2 | Site 4 | Start 34 | End 48.52349693494401
Plane 1 | Job 2 | Site 7 | Start 37 | End 68.98557292037256
Plane 7 | Job 2 | Site 11 | Start 40 | End 70.41802612825205
Plane 5 | Job 2 | Site 3 | Start 41 | End 49.1540659228538
Plane 2 | Job 2 | Site 2 | Start 43 | End 51.06155281280883
Plane 0 | Job 8 | Site 17 | Start 44 | End 69.61133961604416
Plane 3 | Job 3 | Site 1 | Start 44 | End 70.32166065557522
Plane 6 | Job 2 | Site 15 | Start 44 | End 63.556548233234004
Plane 4 | Job 3 | Site 6 | Start 48 | End 89.0007692193904
Plane 5 | Job 3 | Site 3 | Start 49 | End 64.0
Plane 2 | Job 3 | Site 16 | Start 51 | End 76.85587398600407
Plane 6 | Job 3 | Site 10 | Start 63 | End 101.34801918793113
Plane 5 | Job 8 | Site 9 | Start 64 | End 99.57625690293261
Plane 1 | Job 3 | Site 3 | Start 68 | End 112.85431292125142
Plane 0 | Job 6 | Site 0 | Start 69 | End 100.95228598154243
Plane 3 | Job 8 | Site 17 | Start 70 | End 88.71665722914005
Plane 7 | Job 3 | Site 1 | Start 70 | End 112.86772326545533
Plane 2 | Job 8 | Site 5 | Start 76 | End 84.81040538832228
Plane 2 | Job 6 | Site 8 | Start 84 | End 125.9874044694928
Plane 3 | Job 6 | Site 16 | Start 88 | End 105.00997512422418
Plane 4 | Job 8 | Site 17 | Start 89 | End 112.25746608461247
Plane 5 | Job 6 | Site 2 | Start 99 | End 147.39011829868232
Plane 0 | Job 7 | Site 7 | Start 100 | End 137.80349144985723
Plane 6 | Job 8 | Site 5 | Start 101 | End 129.59044529893674
Plane 3 | Job 7 | Site 15 | Start 105 | End 108.72046505340853
Plane 3 | Job 1 | Site 16 | Start 108 | End 119.72046505340853
Plane 1 | Job 8 | Site 9 | Start 112 | End 147.5762569029326
Plane 4 | Job 6 | Site 1 | Start 112 | End 141.71665722914005
Plane 7 | Job 8 | Site 17 | Start 112 | End 130.71665722914005
Plane 3 | Job 0 | Site 10 | Start 119 | End 152.17175004180737
Plane 2 | Job 7 | Site 15 | Start 125 | End 152.30019762768663
Plane 6 | Job 6 | Site 3 | Start 129 | End 148.2059481689626
Plane 7 | Job 6 | Site 5 | Start 130 | End 151.46374504447692
Plane 0 | Job 1 | Site 6 | Start 137 | End 149.84253408071038
Plane 4 | Job 7 | Site 1 | Start 141 | End 143.0
Plane 4 | Job 1 | Site 1 | Start 143 | End 153.0
Plane 1 | Job 6 | Site 8 | Start 147 | End 164.25610283453568
Plane 5 | Job 7 | Site 4 | Start 147 | End 153.23792402008343
Plane 6 | Job 7 | Site 2 | Start 148 | End 152.1540659228538
Plane 0 | Job 0 | Site 3 | Start 149 | End 187.00285699709943
Plane 7 | Job 7 | Site 0 | Start 151 | End 163.62826420446913
Plane 2 | Job 1 | Site 16 | Start 152 | End 163.72046505340853
Plane 3 | Job -1 | Site 5 | Start 152 | End 186.59044529893674
Plane 6 | Job 1 | Site 2 | Start 152 | End 162.0
Plane 4 | Job 0 | Site 1 | Start 153 | End 163.0
Plane 5 | Job 1 | Site 6 | Start 153 | End 189.0007692193904
Plane 6 | Job 0 | Site 10 | Start 162 | End 201.7415534227787
